index,seed,family,n,m,delta,Delta,high_degree,gamma,furones_size,furones_valid,ratio,tau,rho_n,within_rho,optimal
749,13094,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
750,13095,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
751,13096,circulant,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
752,13097,random_regular,14,35,5,5,True,3,3,True,1.0,1.2857,4.0,True,True
753,13098,erdos_renyi,11,47,6,10,True,1,1,True,1.0,1.0,4.0,True,True
754,13099,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
755,13100,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
756,13101,complete,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
757,13102,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
758,13103,circulant,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
759,13104,random_regular,16,56,7,7,True,3,3,True,1.0,1.5,4.0,True,True
760,13105,erdos_renyi,10,20,1,6,True,2,2,True,1.0,1.4,4.0,True,True
761,13106,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
762,13107,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
763,13108,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
764,13109,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
765,13110,circulant,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
766,13111,random_regular,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
767,13112,erdos_renyi,16,89,9,14,True,2,2,True,1.0,1.875,4.0,True,True
768,13113,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
769,13114,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
770,13115,complete,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
771,13116,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
772,13117,circulant,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
773,13118,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
774,13119,erdos_renyi,12,53,7,10,True,2,2,True,1.0,1.8333,4.0,True,True
775,13120,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
776,13121,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
777,13122,complete,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
778,13123,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
779,13124,circulant,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
780,13125,random_regular,14,42,6,6,True,3,3,True,1.0,1.5,4.0,True,True
781,13126,erdos_renyi,13,62,8,12,True,1,1,True,1.0,1.0,4.0,True,True
782,13127,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
783,13128,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
784,13129,complete,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
785,13130,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
786,13131,circulant,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
787,13132,random_regular,10,25,5,5,True,2,2,True,1.0,1.2,4.0,True,True
788,13133,erdos_renyi,16,55,4,10,True,2,2,True,1.0,1.375,4.0,True,True
789,13134,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
790,13135,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
791,13136,complete,6,15,5,5,True,1,1,True,1.0,1.0,4.0,True,True
792,13137,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
793,13138,circulant,11,33,6,6,True,2,2,True,1.0,1.2727,4.0,True,True
794,13139,random_regular,8,16,4,4,True,2,2,True,1.0,1.25,4.0,True,True
795,13140,erdos_renyi,9,24,4,7,True,2,2,True,1.0,1.7778,4.0,True,True
796,13141,hypercube,16,34,4,5,True,4,4,True,1.0,1.5,4.0,True,True
797,13142,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
798,13143,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
799,13144,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
800,13145,circulant,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
801,13146,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
802,13147,erdos_renyi,13,52,6,10,True,2,2,True,1.0,1.6923,4.0,True,True
803,13148,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
804,13149,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
805,13150,complete,6,15,5,5,True,1,1,True,1.0,1.0,4.0,True,True
806,13151,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
807,13152,circulant,13,39,6,6,True,2,2,True,1.0,1.0769,4.0,True,True
808,13153,random_regular,14,49,7,7,True,2,2,True,1.0,1.1429,4.0,True,True
809,13154,erdos_renyi,15,76,8,12,True,2,2,True,1.0,1.7333,4.0,True,True
810,13155,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
811,13156,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
812,13157,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
813,13158,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
814,13159,circulant,12,66,11,11,True,1,1,True,1.0,1.0,4.0,True,True
815,13160,random_regular,9,18,4,4,True,2,2,True,1.0,1.1111,4.0,True,True
816,13161,erdos_renyi,9,25,3,8,True,1,1,True,1.0,1.0,4.0,True,True
817,13162,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
818,13163,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
819,13164,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
820,13165,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
821,13166,circulant,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
822,13167,random_regular,9,9,2,2,True,3,3,True,1.0,1.0,4.0,True,True
823,13168,erdos_renyi,8,17,2,6,True,2,2,True,1.0,1.75,4.0,True,True
824,13169,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
825,13170,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
826,13171,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
827,13172,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
828,13173,circulant,9,27,6,6,True,2,2,True,1.0,1.5556,4.0,True,True
829,13174,random_regular,12,30,5,5,True,2,2,True,1.0,1.0,4.0,True,True
830,13175,erdos_renyi,12,43,3,9,True,2,2,True,1.0,1.6667,4.0,True,True
831,13176,hypercube,16,35,4,5,True,4,4,True,1.0,1.5,4.0,True,True
832,13177,paley,13,41,6,7,True,2,2,True,1.0,1.2308,4.0,True,True
833,13178,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
834,13179,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
835,13180,circulant,12,48,8,8,True,2,2,True,1.0,1.5,4.0,True,True
836,13181,random_regular,14,28,4,4,True,3,3,True,1.0,1.0714,4.0,True,True
837,13182,erdos_renyi,8,18,2,7,True,1,1,True,1.0,1.0,4.0,True,True
838,13183,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
839,13184,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
840,13185,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
841,13186,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
842,13187,circulant,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
843,13188,random_regular,15,30,4,4,True,3,3,True,1.0,1.0,4.0,True,True
844,13189,erdos_renyi,13,33,2,8,True,3,3,True,1.0,2.0769,4.0,True,True
845,13190,hypercube,16,34,4,6,True,4,4,True,1.0,1.75,4.0,True,True
846,13191,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
847,13192,complete,6,15,5,5,True,1,1,True,1.0,1.0,4.0,True,True
848,13193,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
849,13194,circulant,12,48,8,8,True,2,2,True,1.0,1.5,4.0,True,True
850,13195,random_regular,16,64,8,8,True,3,3,True,1.0,1.6875,4.0,True,True
851,13196,erdos_renyi,14,56,5,11,True,2,2,True,1.0,1.7143,4.0,True,True
852,13197,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
853,13198,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
854,13199,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
855,13200,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
856,13201,circulant,9,27,6,6,True,2,2,True,1.0,1.5556,4.0,True,True
857,13202,random_regular,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
858,13203,erdos_renyi,12,45,5,9,True,2,2,True,1.0,1.6667,4.0,True,True
859,13204,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
860,13205,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
861,13206,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
862,13207,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
863,13208,circulant,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
864,13209,random_regular,8,12,3,3,True,3,3,True,1.0,1.5,4.0,True,True
865,13210,erdos_renyi,10,17,2,7,True,3,3,True,1.0,2.4,4.0,True,True
866,13211,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
867,13212,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
868,13213,complete,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
869,13214,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
870,13215,circulant,13,52,8,8,True,2,2,True,1.0,1.3846,4.0,True,True
871,13216,random_regular,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
872,13217,erdos_renyi,9,18,2,7,True,2,2,True,1.0,1.7778,4.0,True,True
873,13218,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
874,13219,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
875,13220,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
876,13221,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
877,13222,circulant,14,56,8,8,True,2,2,True,1.0,1.2857,4.0,True,True
878,13223,random_regular,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
879,13224,erdos_renyi,15,55,5,12,True,2,2,True,1.0,1.7333,4.0,True,True
880,13225,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
881,13226,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
882,13227,complete,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
883,13228,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
884,13229,circulant,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
885,13230,random_regular,16,56,7,7,True,3,3,True,1.0,1.5,4.0,True,True
886,13231,erdos_renyi,8,15,2,6,True,2,2,True,1.0,1.75,4.0,True,True
887,13232,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
888,13233,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
889,13234,complete,16,120,15,15,True,1,1,True,1.0,1.0,4.0,True,True
890,13235,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
891,13236,circulant,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
892,13237,random_regular,13,39,6,6,True,2,2,True,1.0,1.0769,4.0,True,True
893,13238,erdos_renyi,13,51,5,10,True,2,2,True,1.0,1.6923,4.0,True,True
894,13239,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
895,13240,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
896,13241,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
897,13242,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
898,13243,circulant,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
899,13244,random_regular,13,26,4,4,True,3,3,True,1.0,1.1538,4.0,True,True
900,13245,erdos_renyi,11,28,3,9,True,2,2,True,1.0,1.8182,4.0,True,True
901,13246,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
902,13247,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
903,13248,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
904,13249,cocktail_party,10,40,8,8,True,2,2,True,1.0,1.8,4.0,True,True
905,13250,circulant,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
906,13251,random_regular,12,36,6,6,True,2,2,True,1.0,1.1667,4.0,True,True
907,13252,erdos_renyi,16,97,10,15,True,1,1,True,1.0,1.0,4.0,True,True
908,13253,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
909,13254,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
910,13255,complete,11,55,10,10,True,1,1,True,1.0,1.0,4.0,True,True
911,13256,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
912,13257,circulant,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
913,13258,random_regular,10,25,5,5,True,2,2,True,1.0,1.2,4.0,True,True
914,13259,erdos_renyi,14,69,8,12,True,2,2,True,1.0,1.8571,4.0,True,True
915,13260,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
916,13261,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
917,13262,complete,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
918,13263,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
919,13264,circulant,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
920,13265,random_regular,16,48,6,6,True,3,3,True,1.0,1.3125,4.0,True,True
921,13266,erdos_renyi,15,82,9,13,True,2,2,True,1.0,1.8667,4.0,True,True
922,13267,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
923,13268,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
924,13269,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
925,13270,cocktail_party,16,112,14,14,True,2,2,True,1.0,1.875,4.0,True,True
926,13271,circulant,14,70,10,10,True,2,2,True,1.0,1.5714,4.0,True,True
927,13272,random_regular,9,18,4,4,True,2,2,True,1.0,1.1111,4.0,True,True
928,13273,erdos_renyi,9,24,3,8,True,1,1,True,1.0,1.0,4.0,True,True
929,13274,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
930,13275,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
931,13276,complete,9,36,8,8,True,1,1,True,1.0,1.0,4.0,True,True
932,13277,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
933,13278,circulant,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
934,13279,random_regular,14,49,7,7,True,2,2,True,1.0,1.1429,4.0,True,True
935,13280,erdos_renyi,12,51,7,11,True,1,1,True,1.0,1.0,4.0,True,True
936,13281,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
937,13282,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
938,13283,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
939,13284,cocktail_party,14,84,12,12,True,2,2,True,1.0,1.8571,4.0,True,True
940,13285,circulant,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
941,13286,random_regular,12,24,4,4,True,3,3,True,1.0,1.25,4.0,True,True
942,13287,erdos_renyi,15,62,6,10,True,2,2,True,1.0,1.4667,4.0,True,True
943,13288,hypercube,8,12,3,3,True,2,2,True,1.0,1.0,4.0,True,True
944,13289,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
945,13290,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
946,13291,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
947,13292,circulant,16,96,12,12,True,2,2,True,1.0,1.625,4.0,True,True
948,13293,random_regular,9,9,2,2,True,3,3,True,1.0,1.0,4.0,True,True
949,13294,erdos_renyi,9,19,2,7,True,2,2,True,1.0,1.7778,4.0,True,True
950,13295,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
951,13296,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
952,13297,complete,15,105,14,14,True,1,1,True,1.0,1.0,4.0,True,True
953,13298,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
954,13299,circulant,12,36,6,6,True,2,2,True,1.0,1.1667,4.0,True,True
955,13300,random_regular,8,12,3,3,True,3,3,True,1.0,1.5,4.0,True,True
956,13301,erdos_renyi,15,65,5,11,True,2,2,True,1.0,1.6,4.0,True,True
957,13302,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
958,13303,paley,13,39,6,6,True,3,3,True,1.0,1.6154,4.0,True,True
959,13304,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
960,13305,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
961,13306,circulant,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
962,13307,random_regular,13,39,6,6,True,2,2,True,1.0,1.0769,4.0,True,True
963,13308,erdos_renyi,10,19,2,6,True,2,2,True,1.0,1.4,4.0,True,True
964,13309,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
965,13310,paley,13,40,6,7,True,3,3,True,1.0,1.8462,4.0,True,True
966,13311,complete,8,28,7,7,True,1,1,True,1.0,1.0,4.0,True,True
967,13312,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
968,13313,circulant,13,65,10,10,True,2,2,True,1.0,1.6923,4.0,True,True
969,13314,random_regular,11,22,4,4,True,3,3,True,1.0,1.3636,4.0,True,True
970,13315,erdos_renyi,16,63,4,12,True,2,2,True,1.0,1.625,4.0,True,True
971,13316,hypercube,8,13,3,4,True,2,2,True,1.0,1.25,4.0,True,True
972,13317,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
973,13318,complete,10,45,9,9,True,1,1,True,1.0,1.0,4.0,True,True
974,13319,cocktail_party,8,24,6,6,True,2,2,True,1.0,1.75,4.0,True,True
975,13320,circulant,14,91,13,13,True,1,1,True,1.0,1.0,4.0,True,True
976,13321,random_regular,12,30,5,5,True,3,3,True,1.0,1.5,4.0,True,True
977,13322,erdos_renyi,13,48,4,9,True,2,2,True,1.0,1.5385,4.0,True,True
978,13323,hypercube,16,32,4,4,True,4,4,True,1.0,1.25,4.0,True,True
979,13324,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
980,13325,complete,6,15,5,5,True,1,1,True,1.0,1.0,4.0,True,True
981,13326,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
982,13327,circulant,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
983,13328,random_regular,8,16,4,4,True,2,2,True,1.0,1.25,4.0,True,True
984,13329,erdos_renyi,15,59,4,11,True,2,2,True,1.0,1.6,4.0,True,True
985,13330,hypercube,16,34,4,5,True,4,4,True,1.0,1.5,4.0,True,True
986,13331,paley,5,6,2,3,True,2,2,True,1.0,1.6,4.0,True,True
987,13332,complete,13,78,12,12,True,1,1,True,1.0,1.0,4.0,True,True
988,13333,cocktail_party,6,12,4,4,True,2,2,True,1.0,1.6667,4.0,True,True
989,13334,circulant,15,30,4,4,True,3,3,True,1.0,1.0,4.0,True,True
990,13335,random_regular,10,20,4,4,True,2,2,True,1.0,1.0,4.0,True,True
991,13336,erdos_renyi,13,35,2,10,True,2,2,True,1.0,1.6923,4.0,True,True
992,13337,hypercube,16,33,4,5,True,4,4,True,1.0,1.5,4.0,True,True
993,13338,paley,5,5,2,2,True,2,2,True,1.0,1.2,4.0,True,True
994,13339,complete,7,21,6,6,True,1,1,True,1.0,1.0,4.0,True,True
995,13340,cocktail_party,12,60,10,10,True,2,2,True,1.0,1.8333,4.0,True,True
996,13341,circulant,9,27,6,6,True,2,2,True,1.0,1.5556,4.0,True,True
997,13342,random_regular,16,64,8,8,True,3,3,True,1.0,1.6875,4.0,True,True
998,13343,erdos_renyi,13,39,2,8,True,2,2,True,1.0,1.3846,4.0,True,True
999,13344,hypercube,16,35,4,5,True,4,4,True,1.0,1.5,4.0,True,True
